input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_sequence_id	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism
contigs	DNA-BINDING_PROTEIN_H-NS	CP000308.1.gene1582.p01|FEATURES|DNA-binding_protein_H-NS|unclassified|DNA-binding_protein_H-NS	deeparg_db	db_v_1	CP000308.1.gene1582.p01	deeparg	tool_v_1	60.1	NODE_666_length_5292_cov_62.857934			1.0	132.0													unclassified		
contigs	DNA-BINDING_PROTEIN_H-NS	CP001918.1.gene1661.p01|FEATURES|DNA-binding_protein_H-NS|unclassified|DNA-binding_protein_H-NS	deeparg_db	db_v_1	CP001918.1.gene1661.p01	deeparg	tool_v_1	63.9	NODE_170_length_71770_cov_64.407265			1.0	130.0													unclassified		
contigs	DNA-BINDING_PROTEIN_H-NS	CP000308.1.gene1582.p01|FEATURES|DNA-binding_protein_H-NS|unclassified|DNA-binding_protein_H-NS	deeparg_db	db_v_1	CP000308.1.gene1582.p01	deeparg	tool_v_1	53.1	NODE_391_length_26490_cov_64.474182			4.0	248.0													unclassified		
contigs	EMRB	NC_010410.6003262.p01|FEATURES|emrB|multidrug|emrB	deeparg_db	db_v_1	NC_010410.6003262.p01	deeparg	tool_v_1	100.0	NODE_393_length_25768_cov_63.164003			1.0	507.0													multidrug		
contigs	EMRB	gi:489127514:ref:WP_003037306.1:|FEATURES|emrB|multidrug|emrB	deeparg_db	db_v_1	gi:489127514:ref:WP_003037306.1:	deeparg	tool_v_1	99.8	NODE_50_length_170515_cov_64.865312			1.0	512.0													multidrug		
contigs	EMRB	gi:955473785:ref:WP_058101257.1:|FEATURES|emrB|multidrug|emrB	deeparg_db	db_v_1	gi:955473785:ref:WP_058101257.1:	deeparg	tool_v_1	84.6	NODE_51_length_169758_cov_63.363211			4.0	496.0													multidrug		
contigs	EMRB	gi:91073621:gb:ABE08502.1:|FEATURES|emrB|multidrug|emrB	deeparg_db	db_v_1	gi:91073621:gb:ABE08502.1:	deeparg	tool_v_1	99.4	NODE_76_length_132522_cov_66.433232			1.0	515.0													multidrug		
contigs	EMRB	gi:928870254:ref:WP_053909077.1:|FEATURES|emrB|multidrug|emrB	deeparg_db	db_v_1	gi:928870254:ref:WP_053909077.1:	deeparg	tool_v_1	96.0	NODE_305_length_39639_cov_62.776147			1.0	506.0													multidrug		
contigs	EMRB	gi:916815475:ref:WP_051422531.1:|FEATURES|emrB|multidrug|emrB	deeparg_db	db_v_1	gi:916815475:ref:WP_051422531.1:	deeparg	tool_v_1	99.8	NODE_4_length_578031_cov_63.326688			1.0	482.0													multidrug		
contigs	EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER	CP001918.1.gene4071.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	deeparg_db	db_v_1	CP001918.1.gene4071.p01	deeparg	tool_v_1	95.1	NODE_344_length_33285_cov_64.394643			1.0	515.0													multidrug		
contigs	EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER	NC_007793.3913346.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	deeparg_db	db_v_1	NC_007793.3913346.p01	deeparg	tool_v_1	100.0	NODE_456_length_19972_cov_66.871918			1.0	480.0													multidrug		
contigs	EMRD	YP_312412|FEATURES|emrD|multidrug|emrD	deeparg_db	db_v_1	YP_312412	deeparg	tool_v_1	99.7	NODE_215_length_58044_cov_65.929935			1.0	396.0													multidrug		
contigs	EMRD	YP_002043045|FEATURES|emrD|multidrug|emrD	deeparg_db	db_v_1	YP_002043045	deeparg	tool_v_1	73.0	NODE_282_length_43022_cov_61.904112			1.0	393.0													multidrug		
contigs	EMRD	gi:489114053:ref:WP_003023905.1:|FEATURES|emrD|multidrug|emrD	deeparg_db	db_v_1	gi:489114053:ref:WP_003023905.1:	deeparg	tool_v_1	99.7	NODE_94_length_111434_cov_64.449259			1.0	394.0													multidrug		
contigs	EMRE	gi:643599925:ref:WP_025237077.1:|FEATURES|emrE|multidrug|emrE	deeparg_db	db_v_1	gi:643599925:ref:WP_025237077.1:	deeparg	tool_v_1	75.5	NODE_935_length_1554_cov_56.655103			1.0	110.0													multidrug		
contigs	EMRE	gi:641684674:emb:CDN82496.1:|FEATURES|emrE|multidrug|emrE	deeparg_db	db_v_1	gi:641684674:emb:CDN82496.1:	deeparg	tool_v_1	56.4	NODE_137_length_85978_cov_63.065116			1.0	110.0													multidrug		
contigs	ERMB	gi:488250641:ref:WP_002321849.1:|FEATURES|ermB|MLS|ermB	deeparg_db	db_v_1	gi:488250641:ref:WP_002321849.1:	deeparg	tool_v_1	99.6	NODE_710_length_4173_cov_64.692569			1.0	245.0													MLS		
contigs	ESCHERICHIA_COLI_LAMB	BAB38442|FEATURES|Escherichia_coli_LamB|multidrug|Escherichia_coli_LamB	deeparg_db	db_v_1	BAB38442	deeparg	tool_v_1	73.2	NODE_113_length_100113_cov_64.407634			1.0	446.0													multidrug		
contigs	ESCHERICHIA_COLI_LAMB	BAB38442|FEATURES|Escherichia_coli_LamB|multidrug|Escherichia_coli_LamB	deeparg_db	db_v_1	BAB38442	deeparg	tool_v_1	79.6	NODE_240_length_50133_cov_66.767862			2.0	446.0													multidrug		
contigs	ESCHERICHIA_COLI_LAMB	BAB38442|FEATURES|Escherichia_coli_LamB|multidrug|Escherichia_coli_LamB	deeparg_db	db_v_1	BAB38442	deeparg	tool_v_1	73.5	NODE_278_length_43308_cov_63.791275			1.0	446.0													multidrug		
contigs	ESCHERICHIA_COLI_LAMB	BAB38442|FEATURES|Escherichia_coli_LamB|multidrug|Escherichia_coli_LamB	deeparg_db	db_v_1	BAB38442	deeparg	tool_v_1	77.1	NODE_108_length_103809_cov_63.578667			1.0	446.0													multidrug		
contigs	ESCHERICHIA_COLI_MIPA	NP_310518|FEATURES|Escherichia_coli_mipA|multidrug|Escherichia_coli_mipA	deeparg_db	db_v_1	NP_310518	deeparg	tool_v_1	98.8	NODE_246_length_49092_cov_63.798825			1.0	248.0													multidrug		
contigs	ESCHERICHIA_COLI_MIPA	NP_310518|FEATURES|Escherichia_coli_mipA|multidrug|Escherichia_coli_mipA	deeparg_db	db_v_1	NP_310518	deeparg	tool_v_1	79.8	NODE_187_length_65773_cov_64.557518			1.0	248.0													multidrug		
contigs	ESCHERICHIA_COLI_MIPA	NP_310518|FEATURES|Escherichia_coli_mipA|multidrug|Escherichia_coli_mipA	deeparg_db	db_v_1	NP_310518	deeparg	tool_v_1	69.4	NODE_207_length_61615_cov_67.045419			1.0	248.0													multidrug		
contigs	ESCHERICHIA_COLI_MIPA	NP_310518|FEATURES|Escherichia_coli_mipA|multidrug|Escherichia_coli_mipA	deeparg_db	db_v_1	NP_310518	deeparg	tool_v_1	75.6	NODE_24_length_222391_cov_65.200584			119.0	245.0													multidrug		
contigs	EVGS	AAC75429.1|FEATURES|evgS|multidrug|evgS	deeparg_db	db_v_1	AAC75429.1	deeparg	tool_v_1	97.6	NODE_58_length_157413_cov_63.447813			1.0	1197.0													multidrug		
contigs	FMTC	NC_007793.3912797.p01|FEATURES|fmtC|beta-lactam|fmtC	deeparg_db	db_v_1	NC_007793.3912797.p01	deeparg	tool_v_1	100.0	NODE_1_length_721411_cov_63.638872			1.0	840.0													beta-lactam		
contigs	FOSA	gi:365747723:gb:AEW71950.1:|FEATURES|fosA|fosfomycin|fosA	deeparg_db	db_v_1	gi:365747723:gb:AEW71950.1:	deeparg	tool_v_1	93.8	NODE_82_length_126873_cov_64.260894			2.0	193.0													fosfomycin		
contigs	FOSB	gi:593027998:gb:EXM43752.1:|FEATURES|fosB|fosfomycin|fosB	deeparg_db	db_v_1	gi:593027998:gb:EXM43752.1:	deeparg	tool_v_1	99.8	NODE_55_length_159027_cov_63.633967			1.0	643.0													fosfomycin		
contigs	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	YP_001476958|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	db_v_1	YP_001476958	deeparg	tool_v_1	93.8	NODE_33_length_195630_cov_63.224410			1.0	272.0													aminoglycoside		
contigs	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	ZP_02902942|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	db_v_1	ZP_02902942	deeparg	tool_v_1	53.4	NODE_390_length_26559_cov_63.427709			3.0	264.0													aminoglycoside		
contigs	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	YP_002847275|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	db_v_1	YP_002847275	deeparg	tool_v_1	53.6	NODE_62_length_149443_cov_65.110143			8.0	736.0													aminoglycoside		
contigs	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	BAH61691|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	db_v_1	BAH61691	deeparg	tool_v_1	55.3	NODE_26_length_214548_cov_64.276172			19.0	736.0													aminoglycoside		
contigs	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	YP_001439344|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	db_v_1	YP_001439344	deeparg	tool_v_1	50.0	NODE_194_length_64750_cov_63.500626			9.0	266.0													aminoglycoside		
contigs	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	YP_001454848|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	db_v_1	YP_001454848	deeparg	tool_v_1	53.7	NODE_32_length_198094_cov_65.131353			8.0	742.0													aminoglycoside		
contigs	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	A7ZW03|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	db_v_1	A7ZW03	deeparg	tool_v_1	54.4	NODE_56_length_158467_cov_64.401340			19.0	736.0													aminoglycoside		
contigs	KDPE	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	deeparg_db	db_v_1	NP_415222.1	deeparg	tool_v_1	98.7	NODE_432_length_22003_cov_63.321259			1.0	225.0													aminoglycoside		
contigs	KDPE	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	deeparg_db	db_v_1	NP_415222.1	deeparg	tool_v_1	78.0	NODE_221_length_55985_cov_63.096800			2.0	224.0													aminoglycoside		
contigs	KDPE	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	deeparg_db	db_v_1	NP_415222.1	deeparg	tool_v_1	85.1	NODE_214_length_58717_cov_65.242849			3.0	224.0													aminoglycoside		
contigs	KLEBSIELLA_PNEUMONIAE_OMPK36	YP_005228001.1|FEATURES|Klebsiella_pneumoniae_OmpK36|beta-lactam|Klebsiella_pneumoniae_OmpK36	deeparg_db	db_v_1	YP_005228001.1	deeparg	tool_v_1	54.6	NODE_220_length_56171_cov_63.915122			13.0	374.0													beta-lactam		
contigs	KPC	AF395881.gene.p01|FEATURES|KPC-3|beta-lactam|KPC	deeparg_db	db_v_1	AF395881.gene.p01	deeparg	tool_v_1	100.0	NODE_571_length_10008_cov_124.619512			1.0	293.0													beta-lactam		
contigs	MACB	gi:829942568:ref:WP_047368199.1:|FEATURES|macB|MLS|macB	deeparg_db	db_v_1	gi:829942568:ref:WP_047368199.1:	deeparg	tool_v_1	87.5	NODE_102_length_106555_cov_64.449437			1.0	582.0													MLS		
contigs	MACB	gi:490320210:ref:WP_004209695.1:|FEATURES|macB|MLS|macB	deeparg_db	db_v_1	gi:490320210:ref:WP_004209695.1:	deeparg	tool_v_1	100.0	NODE_60_length_155917_cov_63.128261			1.0	646.0													MLS		
contigs	MACB	AAV85982.1|FEATURES|macB|MLS|macB	deeparg_db	db_v_1	AAV85982.1	deeparg	tool_v_1	99.7	NODE_330_length_35531_cov_62.724264			1.0	644.0													MLS		
contigs	MACB	gi:671541568:ref:WP_031525212.1:|FEATURES|macB|MLS|macB	deeparg_db	db_v_1	gi:671541568:ref:WP_031525212.1:	deeparg	tool_v_1	99.1	NODE_83_length_126163_cov_63.336585			1.0	468.0													MLS		
contigs	MACB	YP_002411827|FEATURES|macB|MLS|macB	deeparg_db	db_v_1	YP_002411827	deeparg	tool_v_1	100.0	NODE_143_length_83304_cov_63.732189			1.0	648.0													MLS		
contigs	MACB	gi:695627534:ref:WP_032608952.1:|FEATURES|macB|MLS|macB	deeparg_db	db_v_1	gi:695627534:ref:WP_032608952.1:	deeparg	tool_v_1	99.5	NODE_139_length_85305_cov_63.956563			1.0	646.0													MLS		
contigs	MAJOR_FACILITATOR_SUPERFAMILY_TRANSPORTER	NC_010410.6002639.p01|FEATURES|major_facilitator_superfamily_transporter|multidrug|major_facilitator_superfamily_transporter	deeparg_db	db_v_1	NC_010410.6002639.p01	deeparg	tool_v_1	99.1	NODE_510_length_14199_cov_63.115597			1.0	463.0													multidrug		
contigs	MARA	YP_489794.1|FEATURES|marA|multidrug|marA	deeparg_db	db_v_1	YP_489794.1	deeparg	tool_v_1	100.0	NODE_227_length_54887_cov_65.320616			1.0	127.0													multidrug		
contigs	MARR	NC_009085.4918988.p01|FEATURES|marR|multidrug|marR	deeparg_db	db_v_1	NC_009085.4918988.p01	deeparg	tool_v_1	100.0	NODE_487_length_16554_cov_63.330081			1.0	154.0													multidrug		
contigs	MCR-3	ASF81896.1|FEATURES|MCR-3|peptide|MCR-3	deeparg_db	db_v_1	ASF81896.1	deeparg	tool_v_1	64.7	NODE_816_length_2514_cov_62.668158			1.0	538.0													peptide		
contigs	MCR-4	ASR73329.1|FEATURES|MCR-4|peptide|MCR-4	deeparg_db	db_v_1	ASR73329.1	deeparg	tool_v_1	53.8	NODE_1417_length_242_cov_50.802139			445.0	524.0													peptide		
contigs	MDFA	NP_752857|FEATURES|mdfA|multidrug|mdfA	deeparg_db	db_v_1	NP_752857	deeparg	tool_v_1	71.9	NODE_164_length_74157_cov_63.722531			4.0	416.0													multidrug		
contigs	MDFA	gi:260409568:gb:EEX02869.1:|FEATURES|mdfA|multidrug|mdfA	deeparg_db	db_v_1	gi:260409568:gb:EEX02869.1:	deeparg	tool_v_1	99.5	NODE_15_length_290383_cov_63.356593			1.0	413.0													multidrug		
contigs	MDFA	YP_002848751|FEATURES|mdfA|multidrug|mdfA	deeparg_db	db_v_1	YP_002848751	deeparg	tool_v_1	98.8	NODE_22_length_236255_cov_64.631575			1.0	410.0													multidrug		
contigs	MDTF	YP_002384138|FEATURES|mdtF|multidrug|mdtF	deeparg_db	db_v_1	YP_002384138	deeparg	tool_v_1	78.1	NODE_98_length_109323_cov_64.097604			1.0	1032.0													multidrug		
contigs	MDTF	YP_002272991|FEATURES|mdtF|multidrug|mdtF	deeparg_db	db_v_1	YP_002272991	deeparg	tool_v_1	99.9	NODE_238_length_50515_cov_64.228260			1.0	1037.0													multidrug		
contigs	MDTF	gi:489922738:ref:WP_003826085.1:|FEATURES|mdtF|multidrug|mdtF	deeparg_db	db_v_1	gi:489922738:ref:WP_003826085.1:	deeparg	tool_v_1	98.7	NODE_197_length_64395_cov_63.487877			1.0	1038.0													multidrug		
contigs	MDTG	gi:727184277:ref:WP_033646458.1:|FEATURES|mdtG|multidrug|mdtG	deeparg_db	db_v_1	gi:727184277:ref:WP_033646458.1:	deeparg	tool_v_1	98.5	NODE_298_length_40667_cov_63.308751			1.0	412.0													multidrug		
contigs	MDTH	gi:578259727:gb:EUM19764.1:|FEATURES|mdtH|multidrug|mdtH	deeparg_db	db_v_1	gi:578259727:gb:EUM19764.1:	deeparg	tool_v_1	98.6	NODE_21_length_248775_cov_64.760610			1.0	430.0													multidrug		
contigs	MDTH	YP_852164|FEATURES|mdtH|multidrug|mdtH	deeparg_db	db_v_1	YP_852164	deeparg	tool_v_1	99.8	NODE_134_length_88312_cov_66.126709			1.0	412.0													multidrug		
contigs	MDTH	gi:765455399:ref:WP_044711580.1:|FEATURES|mdtH|multidrug|mdtH	deeparg_db	db_v_1	gi:765455399:ref:WP_044711580.1:	deeparg	tool_v_1	100.0	NODE_249_length_48622_cov_65.726502			1.0	402.0													multidrug		
contigs	MDTH	gi:491303286:ref:WP_005161289.1:|FEATURES|mdtH|multidrug|mdtH	deeparg_db	db_v_1	gi:491303286:ref:WP_005161289.1:	deeparg	tool_v_1	86.2	NODE_349_length_32853_cov_63.838893			1.0	398.0													multidrug		
contigs	MDTH	BAH62779|FEATURES|mdtH|multidrug|mdtH	deeparg_db	db_v_1	BAH62779	deeparg	tool_v_1	91.8	NODE_59_length_156062_cov_64.220484			1.0	582.0													multidrug		
contigs	MDTK	AML99881.1|FEATURES|MdtK|fluoroquinolone|MdtK	deeparg_db	db_v_1	AML99881.1	deeparg	tool_v_1	82.6	NODE_400_length_24756_cov_68.333185			1.0	470.0													fluoroquinolone		
contigs	MDTK	NC_011035.1.6448920.p01|FEATURES|mdtK|multidrug|mdtK	deeparg_db	db_v_1	NC_011035.1.6448920.p01	deeparg	tool_v_1	99.8	NODE_196_length_64442_cov_64.005762			1.0	459.0													multidrug		
contigs	MDTK	gi:555107106:gb:ESM50626.1:|FEATURES|mdtK|multidrug|mdtK	deeparg_db	db_v_1	gi:555107106:gb:ESM50626.1:	deeparg	tool_v_1	99.8	NODE_175_length_69348_cov_63.633426			1.0	453.0													multidrug		
contigs	MDTK	gi:851915138:ref:WP_048216502.1:|FEATURES|mdtK|multidrug|mdtK	deeparg_db	db_v_1	gi:851915138:ref:WP_048216502.1:	deeparg	tool_v_1	99.6	NODE_30_length_199564_cov_63.517034			1.0	457.0													multidrug		
contigs	MDTK	AML99881.1|FEATURES|MdtK|fluoroquinolone|MdtK	deeparg_db	db_v_1	AML99881.1	deeparg	tool_v_1	88.6	NODE_88_length_118466_cov_65.025952			1.0	474.0													fluoroquinolone		
contigs	MDTK	A1ABK4|FEATURES|mdtK|multidrug|mdtK	deeparg_db	db_v_1	A1ABK4	deeparg	tool_v_1	99.8	NODE_105_length_104531_cov_63.826745			1.0	457.0													multidrug		
contigs	MDTL	YP_001451669|FEATURES|mdtL|multidrug|mdtL	deeparg_db	db_v_1	YP_001451669	deeparg	tool_v_1	77.4	NODE_414_length_23469_cov_65.905100			1.0	390.0													multidrug		
contigs	MDTL	gi:391322939:gb:EIQ79610.1:|FEATURES|mdtL|multidrug|mdtL	deeparg_db	db_v_1	gi:391322939:gb:EIQ79610.1:	deeparg	tool_v_1	93.6	NODE_413_length_23498_cov_65.160986			1.0	393.0													multidrug		
contigs	MDTL	YP_001451669|FEATURES|mdtL|multidrug|mdtL	deeparg_db	db_v_1	YP_001451669	deeparg	tool_v_1	78.2	NODE_321_length_36784_cov_68.143075			1.0	383.0													multidrug		
contigs	MDTL	gi:446988854:ref:WP_001066110.1:|FEATURES|mdtL|multidrug|mdtL	deeparg_db	db_v_1	gi:446988854:ref:WP_001066110.1:	deeparg	tool_v_1	99.2	NODE_61_length_150576_cov_63.285874			1.0	400.0													multidrug		
contigs	MDTL	gi:331067648:gb:EGI39050.1:|FEATURES|mdtL|multidrug|mdtL	deeparg_db	db_v_1	gi:331067648:gb:EGI39050.1:	deeparg	tool_v_1	99.7	NODE_353_length_32567_cov_67.887180			1.0	391.0													multidrug		
contigs	MDTM	gi:851982891:ref:WP_048241697.1:|FEATURES|mdtM|multidrug|mdtM	deeparg_db	db_v_1	gi:851982891:ref:WP_048241697.1:	deeparg	tool_v_1	99.3	NODE_43_length_179089_cov_63.848459			1.0	413.0													multidrug		
contigs	MDTM	YP_002640141|FEATURES|mdtM|multidrug|mdtM	deeparg_db	db_v_1	YP_002640141	deeparg	tool_v_1	56.8	NODE_110_length_101782_cov_63.781376			20.0	93.0													multidrug		
contigs	MDTM	gi:851982891:ref:WP_048241697.1:|FEATURES|mdtM|multidrug|mdtM	deeparg_db	db_v_1	gi:851982891:ref:WP_048241697.1:	deeparg	tool_v_1	77.6	NODE_118_length_98422_cov_63.725091			1.0	402.0													multidrug		
contigs	MDTM	gi:353588837:gb:EHC47783.1:|FEATURES|mdtM|multidrug|mdtM	deeparg_db	db_v_1	gi:353588837:gb:EHC47783.1:	deeparg	tool_v_1	59.6	NODE_189_length_65706_cov_63.677522			8.0	424.0													multidrug		
contigs	MDTO	gi:331067220:gb:EGI38628.1:|FEATURES|mdtO|multidrug|mdtO	deeparg_db	db_v_1	gi:331067220:gb:EGI38628.1:	deeparg	tool_v_1	74.8	NODE_203_length_63182_cov_63.949641			1.0	683.0													multidrug		
contigs	MDTO	gi:545161961:ref:WP_021516817.1:|FEATURES|mdtO|multidrug|mdtO	deeparg_db	db_v_1	gi:545161961:ref:WP_021516817.1:	deeparg	tool_v_1	99.9	NODE_81_length_131505_cov_63.486360			1.0	683.0													multidrug		
contigs	MDTP	gi:693033640:ref:WP_032208687.1:|FEATURES|mdtP|multidrug|mdtP	deeparg_db	db_v_1	gi:693033640:ref:WP_032208687.1:	deeparg	tool_v_1	50.0	NODE_148_length_80435_cov_65.234922			19.0	480.0													multidrug		
contigs	MECA	gi:487717641:ref:WP_001801873.1:|FEATURES|mecA|beta-lactam|mecA	deeparg_db	db_v_1	gi:487717641:ref:WP_001801873.1:	deeparg	tool_v_1	99.9	NODE_496_length_15872_cov_63.250364			1.0	669.0													beta-lactam		
contigs	MECI	gi:1031805993:ref:WP_064139837.1:|FEATURES|mecI|beta-lactam|mecI	deeparg_db	db_v_1	gi:1031805993:ref:WP_064139837.1:	deeparg	tool_v_1	57.4	NODE_734_length_3584_cov_62.830264			1.0	132.0													beta-lactam		
contigs	MEPA	Q2G140|FEATURES|mepA|multidrug|mepA	deeparg_db	db_v_1	Q2G140	deeparg	tool_v_1	100.0	NODE_159_length_76024_cov_65.621385			1.0	451.0													multidrug		
contigs	METALLO-BETA-LACTAMASE	CAE46566|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	deeparg_db	db_v_1	CAE46566	deeparg	tool_v_1	99.6	NODE_1070_length_895_cov_52.776190			7.0	284.0													beta-lactam		
contigs	MEXB	gi:552325898:gb:ERV85344.1:|FEATURES|mexB|multidrug|mexB	deeparg_db	db_v_1	gi:552325898:gb:ERV85344.1:	deeparg	tool_v_1	69.5	NODE_332_length_35444_cov_65.255305			540.0	916.0													multidrug		
contigs	MEXB	NC_011595.7057907.p01|FEATURES|mexB|multidrug|mexB	deeparg_db	db_v_1	NC_011595.7057907.p01	deeparg	tool_v_1	99.7	NODE_398_length_25185_cov_63.548627			1.0	1031.0													multidrug		
contigs	MEXB	gi:489234352:ref:WP_003142649.1:|FEATURES|mexB|multidrug|mexB	deeparg_db	db_v_1	gi:489234352:ref:WP_003142649.1:	deeparg	tool_v_1	99.9	NODE_8_length_413229_cov_63.441083			1.0	1046.0													multidrug		
contigs	MEXD	CAW29737|FEATURES|mexD|multidrug|mexD	deeparg_db	db_v_1	CAW29737	deeparg	tool_v_1	100.0	NODE_19_length_257972_cov_63.647231			1.0	1043.0													multidrug		
contigs	MEXF	gi:950551359:ref:WP_057425316.1:|FEATURES|mexF|multidrug|mexF	deeparg_db	db_v_1	gi:950551359:ref:WP_057425316.1:	deeparg	tool_v_1	57.9	NODE_3_length_630359_cov_63.983197			1.0	121.0													multidrug		
contigs	MEXF	NC_002516.2.882884.p01|FEATURES|mexF|multidrug|mexF	deeparg_db	db_v_1	NC_002516.2.882884.p01	deeparg	tool_v_1	100.0	NODE_14_length_307150_cov_63.665045			1.0	1062.0													multidrug		
contigs	MEXI	NC_002516.2.880346.p01|FEATURES|mexI|multidrug|mexI	deeparg_db	db_v_1	NC_002516.2.880346.p01	deeparg	tool_v_1	100.0	NODE_27_length_210538_cov_63.527487			1.0	1029.0													multidrug		
contigs	MEXI	YP_001346277|FEATURES|mexI|multidrug|mexI	deeparg_db	db_v_1	YP_001346277	deeparg	tool_v_1	82.2	NODE_163_length_74176_cov_63.193427			1.0	1022.0													multidrug		
contigs	MEXK	AAG07064.1|FEATURES|MexK|multidrug|MexK	deeparg_db	db_v_1	AAG07064.1	deeparg	tool_v_1	66.3	NODE_101_length_106723_cov_63.308743			1.0	1020.0													multidrug		
contigs	MEXK	AAG07064.1|FEATURES|MexK|multidrug|MexK	deeparg_db	db_v_1	AAG07064.1	deeparg	tool_v_1	100.0	NODE_2_length_643018_cov_63.434838			1.0	1025.0													multidrug		
contigs	MEXW	YP_792720|FEATURES|mexW|multidrug|mexW	deeparg_db	db_v_1	YP_792720	deeparg	tool_v_1	100.0	NODE_85_length_121729_cov_64.583222			1.0	1018.0													multidrug		
contigs	MEXY	YP_791221|FEATURES|mexY|multidrug|mexY	deeparg_db	db_v_1	YP_791221	deeparg	tool_v_1	99.1	NODE_17_length_269208_cov_63.609382			1.0	1045.0													multidrug		
contigs	MGRB	NP_416340.1|FEATURES|mgrB|multidrug|mgrB	deeparg_db	db_v_1	NP_416340.1	deeparg	tool_v_1	68.1	NODE_115_length_99530_cov_64.256084			1.0	47.0													multidrug		
contigs	MRX	AAS13767.1|FEATURES|Mrx|MLS|Mrx	deeparg_db	db_v_1	AAS13767.1	deeparg	tool_v_1	100.0	NODE_745_length_3348_cov_65.137868			1.0	412.0													MLS		
contigs	MSBA	NP_415434.1|FEATURES|msbA|nitroimidazole|msbA	deeparg_db	db_v_1	NP_415434.1	deeparg	tool_v_1	92.8	NODE_86_length_121187_cov_64.291533			1.0	582.0													nitroimidazole		
contigs	MSRA	gi:582362524:gb:EVW57639.1:|FEATURES|msrA|MLS|msrA	deeparg_db	db_v_1	gi:582362524:gb:EVW57639.1:	deeparg	tool_v_1	99.8	NODE_506_length_14937_cov_66.210724			1.0	490.0													MLS		
contigs	MTRD	NP_274718.1|FEATURES|mtrD|multidrug|mtrD	deeparg_db	db_v_1	NP_274718.1	deeparg	tool_v_1	97.8	NODE_201_length_63842_cov_65.056908			1.0	1067.0													multidrug		
contigs	MULTIDRUG_ABC_TRANSPORTER	gi:446519889:ref:WP_000597235.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	deeparg_db	db_v_1	gi:446519889:ref:WP_000597235.1:	deeparg	tool_v_1	99.8	NODE_181_length_68384_cov_65.040027			1.0	578.0													multidrug		
contigs	MULTIDRUG_ABC_TRANSPORTER	gi:758886413:ref:WP_043044256.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	deeparg_db	db_v_1	gi:758886413:ref:WP_043044256.1:	deeparg	tool_v_1	51.0	NODE_226_length_55035_cov_64.131611			330.0	577.0													multidrug		
contigs	NDM	JQ348841.1.gene1.p01|FEATURES|NDM-4|beta-lactam|NDM	deeparg_db	db_v_1	JQ348841.1.gene1.p01	deeparg	tool_v_1	100.0	NODE_765_length_3143_cov_128.069301			1.0	270.0													beta-lactam		
contigs	NORB	gi:644111449:ref:WP_025280016.1:|FEATURES|norB|fluoroquinolone|norB	deeparg_db	db_v_1	gi:644111449:ref:WP_025280016.1:	deeparg	tool_v_1	59.9	NODE_235_length_52053_cov_64.316704			1.0	456.0													fluoroquinolone		
